URL;"Traffic (%)";"Number of Keywords";Traffic;"Adwords Positions";"Positions with commercial intents in top 20";"Positions with informational intents in top 20";"Positions with navigational intents in top 20";"Positions with transactional intents in top 20";"Positions with unknown intents in top 20";"Traffic with commercial intents in top 20";"Traffic with informational intents in top 20";"Traffic with navigational intents in top 20";"Traffic with transactional intents in top 20";"Traffic with unknown intents in top 20"
babygirlll04;0;1;5;0;1;0;0;0;0;5;0;0;0;0
bthebeast;0;3;5;0;1;1;0;0;0;3;2;0;0;0
sarabxo;0;6;5;0;4;1;0;0;0;4;1;0;0;0
babydoll0905;0;4;5;0;3;2;0;0;0;5;0;0;0;0
kelsonic0le;0;10;5;0;1;8;0;0;0;0;5;0;0;0
skyfelicia;0;6;5;0;2;2;0;0;0;0;5;0;0;0
mimi8122;0;5;5;0;1;4;0;0;0;0;5;0;0;0
burbujasweet;0;13;5;0;4;4;0;0;0;0;5;0;0;0
carolinakiss14;0;2;5;0;1;1;0;0;0;3;2;0;0;0
bigtdgothgurl;0;1;5;0;0;1;0;0;0;0;5;0;0;0
ninebunbun;0;1;5;0;1;0;0;0;0;5;0;0;0;0
manzanitababy;0;2;5;0;1;1;0;0;0;5;0;0;0;0
u230104444;0;1;5;0;1;0;0;0;0;5;0;0;0;0
nextdoor18yo;0;5;5;0;2;3;0;0;0;3;2;0;0;0
tinkfantasy;0;1;5;0;1;0;0;0;0;5;0;0;0;0
bellisima95;0;1;5;0;1;0;0;0;0;5;0;0;0;0
kelly36dd;0;1;5;0;1;0;0;0;0;5;0;0;0;0
natycutei19;0;4;5;0;0;2;0;0;0;0;4;0;0;0
birdcoup;0;1;5;0;0;1;0;0;0;0;5;0;0;0
beesdds;0;2;5;0;1;1;0;0;0;4;1;0;0;0
nyla_green;0;3;5;0;0;3;0;0;0;0;5;0;0;0
diantalieos;0;2;5;0;1;1;0;0;0;1;4;0;0;0
yourfairylily;0;1;5;0;1;0;0;0;0;5;0;0;0;0
t.babyyyy00;0;1;5;0;0;1;0;0;0;0;5;0;0;0
brvt0l;0;2;5;0;1;1;0;0;0;3;2;0;0;0
bearycold;0;1;5;0;1;0;0;0;0;5;0;0;0;0
notmeggii;0;3;5;0;1;2;0;0;0;3;2;0;0;0
cheriedeville;0;9;5;0;1;4;3;3;0;0;3;2;2;0
babyyliv;0;1;5;0;1;0;0;0;0;5;0;0;0;0
barbiexbby55;0;3;5;0;1;1;1;0;0;2;0;3;0;0
brizzybrawls;0;2;5;0;0;1;0;0;0;0;5;0;0;0
u52008257;0;2;5;0;1;1;0;0;0;5;0;0;0;0
littlelanacat;0;2;5;0;0;2;0;0;0;0;5;0;0;0
bubethebest;0;1;5;0;0;1;0;0;0;0;5;0;0;0
skiesmariefree;0;2;5;0;0;2;0;0;0;0;5;0;0;0
evanita;0;4;5;0;0;2;0;0;0;0;5;0;0;0
saracortinez;0;5;5;0;2;2;0;0;0;5;0;0;0;0
tokyoo;0;1;5;0;1;0;0;0;0;5;0;0;0;0
wiscthor;0;2;5;0;0;1;0;0;0;0;5;0;0;0
julie_ambrosee;0;2;5;0;1;1;0;0;0;5;0;0;0;0
rubysroses;0;2;5;0;1;1;0;0;0;2;3;0;0;0
vanessaxovega;0;1;5;0;1;0;0;0;0;5;0;0;0;0
melodymellow;0;1;5;0;1;0;0;0;0;5;0;0;0;0
alexandraxoxo21;0;1;5;0;1;0;0;0;0;5;0;0;0;0
jokaphotos;0;1;5;0;1;0;0;0;0;5;0;0;0;0
theeladyking;0;1;5;0;1;0;0;0;0;5;0;0;0;0
allimeow;0;1;5;0;1;0;0;0;0;5;0;0;0;0
tooprincess4u;0;1;5;0;0;1;0;0;0;0;5;0;0;0
clar24;0;1;5;0;1;0;0;0;0;5;0;0;0;0
phe_sloan;0;2;5;0;0;2;0;0;0;0;5;0;0;0
bettylynnz;0;1;5;0;1;0;0;0;0;5;0;0;0;0
charming_girl;0;1;5;0;0;0;0;0;0;0;0;0;0;0
polishgirl_in_heels;0;2;5;0;1;1;0;0;0;4;1;0;0;0
alexox0;0;1;5;0;0;1;0;0;0;0;5;0;0;0
autumnswonderland;0;2;5;0;1;1;0;0;0;5;0;0;0;0
therealcateyes;0;6;5;0;3;2;0;0;0;2;3;0;0;0
hungmagnus;0;3;5;0;1;2;1;1;0;4;4;1;1;0
timmylucasmvip;0;1;5;0;1;0;0;0;0;5;0;0;0;0
katana_k;0;2;5;0;0;2;0;0;0;0;5;0;0;0
jessimelissaxo;0;1;5;0;0;1;0;0;0;0;5;0;0;0
giannavs;0;3;5;0;3;1;0;0;0;5;2;0;0;0
fresasalvaje_x;0;2;5;0;1;0;1;1;0;5;0;0;0;0
swollguy;0;2;5;0;1;1;0;0;0;4;1;0;0;0
riatheravenous;0;9;5;0;1;4;0;0;0;0;5;0;0;0
itsmeannagx;0;1;5;0;0;1;0;0;0;0;5;0;0;0
alexxrenee24;0;1;5;0;1;0;0;0;0;5;0;0;0;0
mariferxoxo;0;2;5;0;1;1;0;0;0;0;5;0;0;0
sheabriar;0;5;5;0;2;3;0;0;0;3;2;0;0;0
itsjensijay;0;1;5;0;0;1;0;0;0;0;5;0;0;0
babyjewelez;0;1;5;0;1;0;0;0;0;5;0;0;0;0
jaxslayher;0;4;5;0;1;1;1;1;0;1;4;0;0;0
hernamewasnikki;0;1;5;0;1;0;0;0;0;5;0;0;0;0
bunnixbabyy;0;2;5;0;1;1;0;0;0;5;0;0;0;0
ellierenee;0;5;5;0;1;2;0;0;0;2;1;0;0;0
talia_taylor;0;6;5;0;1;5;0;0;0;0;5;0;0;0
therealserenity;0;2;5;0;2;0;0;0;0;5;0;0;0;0
madii_mariee;0;2;5;0;1;1;0;0;0;2;3;0;0;0
audreyshanice;0;2;5;0;0;1;0;0;0;0;2;0;0;0
anastasiaxxx89;0;4;5;0;0;1;0;0;0;0;1;0;0;0
savagesirenxxx;0;2;5;0;0;1;1;0;0;0;5;0;0;0
sarasavageofficial;0;2;5;0;1;1;0;0;0;4;1;0;0;0
notcamerondiaz;0;1;5;0;0;1;0;0;0;0;5;0;0;0
soogsx;0;8;5;0;1;5;1;0;0;0;4;1;0;0
maeibeyoursub;0;3;5;0;1;2;0;0;0;2;3;0;0;0
arisfemboysissy;0;2;5;0;1;0;0;0;0;5;0;0;0;0
yuyuhwa;0;3;5;0;1;0;0;0;0;5;0;0;0;0
mamabear-15;0;2;5;0;0;1;0;1;0;0;5;0;0;0
nerdkitty;0;2;5;0;2;1;0;0;0;5;1;0;0;0
isabelle.eleanore;0;9;5;0;1;1;0;0;0;4;1;0;0;0
foreignxxchiquita;0;1;5;0;1;0;0;0;0;5;0;0;0;0
nataliemars;0;3;5;0;0;3;0;0;0;0;5;0;0;0
nicoleniyah;0;3;5;0;1;1;0;0;0;4;1;0;0;0
wetaja;0;1;5;0;0;1;0;0;0;0;5;0;0;0
cceleste86;0;1;5;0;1;0;0;0;0;5;0;0;0;0
littlemissmaya03;0;5;5;0;2;2;1;0;0;1;4;0;0;0
whitneywren1;0;4;5;0;0;3;0;1;0;0;4;0;1;0
thedutchessmal;0;4;5;0;2;2;0;0;0;5;0;0;0;0
lovelyasianlily;0;6;5;0;2;3;0;0;0;3;2;0;0;0
michelleanderson;0;2;5;0;1;0;0;0;0;5;0;0;0;0
innocenthotwifexxx;0;3;5;0;2;0;0;0;0;5;0;0;0;0
mollyeskam;0;2;5;0;0;2;0;0;0;0;5;0;0;0
jerrica_dream;0;2;5;0;2;0;0;0;0;5;0;0;0;0
xanabellex;0;1;5;0;1;0;0;0;0;5;0;0;0;0
trevbear95;0;1;5;0;0;1;0;0;0;0;5;0;0;0
nicoleeuncensored;0;1;5;0;1;0;0;0;0;5;0;0;0;0
ambjens;0;2;5;0;0;2;0;0;0;0;5;0;0;0
griffonramsey;0;1;5;0;0;1;0;0;0;0;5;0;0;0
ajfitnessonlyfans;0;2;5;0;0;2;0;0;0;0;5;0;0;0
jessejanex;0;2;5;0;1;1;0;0;0;0;5;0;0;0
amanda.m;0;1;5;0;0;1;0;0;0;0;5;0;0;0
xxhayjxx;0;1;5;0;1;0;0;0;0;5;0;0;0;0
drvikinggoddess;0;3;5;0;1;0;2;2;0;1;0;4;4;0
sexyylexyy2u;0;1;5;0;1;0;0;0;0;5;0;0;0;0
lara6683;0;5;5;0;3;2;1;0;0;5;0;0;0;0
chloewildd;0;7;5;0;3;3;0;0;0;1;4;0;0;0
arianavanx;0;8;5;0;3;2;0;0;0;2;3;0;0;0
ale_moreeno7;0;1;5;0;0;1;0;0;0;0;5;0;0;0
alexiagray;0;7;5;0;1;3;1;1;0;1;4;0;0;0
brittsmith;0;2;5;0;0;1;0;0;0;0;5;0;0;0
zoeybaby9;0;2;5;0;1;1;0;0;0;5;0;0;0;0
realkeelyrose;0;4;5;0;1;2;0;0;0;4;1;0;0;0
chantellexox;0;1;5;0;1;0;0;0;0;5;0;0;0;0
xobarbietingzz;0;2;5;0;1;1;0;0;0;4;1;0;0;0
lipescorpion;0;2;5;0;0;2;0;0;0;0;5;0;0;0
lemon__cakes;0;3;5;0;0;1;0;0;0;0;1;0;0;0
tifani_xoxo;0;1;5;0;0;1;0;0;0;0;5;0;0;0
classychanel47;0;1;5;0;1;0;0;0;0;5;0;0;0;0
hayhaybae92;0;1;5;0;1;0;0;0;0;5;0;0;0;0
becuncensored;0;2;5;0;0;1;0;0;0;0;4;0;0;0
darladimples_;0;3;5;0;0;3;0;0;0;0;5;0;0;0
unclehung10;0;1;5;0;1;0;0;0;0;5;0;0;0;0
applebottom52;0;5;5;0;1;1;0;0;0;5;0;0;0;0
kcfitnessonlyfans;0;1;5;0;1;0;0;0;0;5;0;0;0;0
missmkthao;0;1;5;0;1;0;0;0;0;5;0;0;0;0
thatwolfgirl;0;1;5;0;1;0;0;0;0;5;0;0;0;0
kodipdx;0;7;5;0;1;4;0;0;0;2;3;0;0;0
fetishgirl12;0;3;5;0;0;2;0;0;0;0;5;0;0;0
katyuskamoonfox;0;3;5;0;2;0;1;1;0;5;0;0;0;0
lumenandstar;0;1;5;0;1;0;0;0;0;5;0;0;0;0
jojovixxenvip;0;5;5;0;0;0;0;0;0;0;0;0;0;0
ashleyaoki;0;3;5;0;0;2;0;0;0;0;5;0;0;0
eromahou;0;2;5;0;1;1;0;0;0;2;3;0;0;0
rosalindxxx;0;3;5;0;0;1;0;0;0;0;1;0;0;0
jamie_marie;0;6;5;0;1;3;0;0;0;3;2;0;0;0
sherrywithas;0;3;5;0;2;1;0;0;0;5;0;0;0;0
sydneyamaler;0;8;5;0;0;8;0;1;0;0;5;0;0;0
sweetteonly;0;4;5;0;1;3;0;0;0;3;2;0;0;0
macaroninoise;0;2;5;0;1;1;0;0;0;3;2;0;0;0
emilytaylorx;0;4;5;0;1;3;0;0;0;2;3;0;0;0
skye.yasmin2;0;4;5;0;0;2;2;2;0;0;5;0;0;0
bubbleslove;0;2;5;0;1;0;0;0;0;5;0;0;0;0
rareone888;0;1;5;0;1;0;0;0;0;5;0;0;0;0
sexxyassredline;0;1;5;0;1;0;0;0;0;5;0;0;0;0
maddiethebaddie00;0;1;5;0;1;0;0;0;0;5;0;0;0;0
rileyroscato;0;16;5;0;7;5;0;0;0;2;3;0;0;0
wickedliljo;0;1;5;0;1;0;0;0;0;5;0;0;0;0
celinemason;0;3;5;0;2;1;0;0;0;4;1;0;0;0
xxxerotikheaven;0;1;5;0;0;1;0;0;0;0;5;0;0;0
android.on.earth;0;4;5;0;3;1;0;0;0;4;1;0;0;0
sleepychew;0;3;5;0;1;2;0;0;0;5;0;0;0;0
iceyiceyiceybaby;0;1;5;0;1;0;0;0;0;5;0;0;0;0
alexawoodsvip;0;5;5;0;2;2;0;0;0;1;4;0;0;0
bignino100;0;5;5;0;0;4;0;0;0;0;2;0;0;0
tinachrisxx;0;3;5;0;1;2;0;1;0;4;1;0;0;0
kate.weber;0;2;5;0;0;2;0;0;0;0;5;0;0;0
twinkgetsnaked;0;2;5;0;0;2;0;0;0;0;5;0;0;0
snowfairyxoxo;0;1;5;0;1;0;0;0;0;5;0;0;0;0
leaningflower;0;1;5;0;0;1;0;0;0;0;5;0;0;0
latinojock33;0;1;5;0;1;1;0;0;0;5;5;0;0;0
tattooedamb;0;1;5;0;1;0;0;0;0;5;0;0;0;0
freakann28;0;1;5;0;1;0;0;0;0;5;0;0;0;0
matimilkers;0;3;5;0;1;1;0;0;0;0;5;0;0;0
avalinkfree;0;1;5;0;1;0;0;0;0;5;0;0;0;0
xoxo_cass1;0;1;5;0;1;0;0;0;0;5;0;0;0;0
texasthighs;0;7;5;0;0;3;0;0;0;0;5;0;0;0
vivi.x3;0;3;5;0;0;2;1;0;0;0;3;2;0;0
heyjojo2020;0;4;5;0;2;0;0;0;0;5;0;0;0;0
gigiiiamor;0;1;5;0;0;1;0;0;0;0;5;0;0;0
bbwbae76;0;1;5;0;1;0;0;0;0;5;0;0;0;0
lizanne1995;0;1;5;0;1;1;0;0;0;5;5;0;0;0
sophie.rmz;0;2;5;0;0;2;0;1;0;0;5;0;0;0
xo_emmarose_xo;0;2;5;0;0;2;0;0;0;0;5;0;0;0
alicelighthousexxx;0;1;5;0;1;0;0;0;0;5;0;0;0;0
rrrxrrr;0;1;5;0;0;1;0;0;0;0;5;0;0;0
onlykatekuray;0;4;5;0;2;2;0;0;0;2;3;0;0;0
favcunttvx;0;3;5;0;1;1;0;0;0;4;1;0;0;0
thefartworld;0;4;5;0;0;1;2;2;0;0;4;1;1;0
exoticmerci;0;2;5;0;1;1;0;0;0;4;1;0;0;0
madformarie;0;1;5;0;0;1;0;0;0;0;5;0;0;0
azarneves;0;2;5;0;2;0;0;0;0;5;0;0;0;0
reeyue;0;6;5;0;3;1;0;0;0;3;2;0;0;0
lethalbby1;0;1;5;0;1;0;0;0;0;5;0;0;0;0
tsamyaustin;0;2;5;0;2;0;0;0;0;5;0;0;0;0
cosmiickitten;0;3;5;0;1;1;0;0;0;0;5;0;0;0
darshellestevens;0;1;5;0;0;1;0;0;0;0;5;0;0;0
nerrdyydessie;0;1;5;0;0;1;0;0;0;0;5;0;0;0
penelopewinsome;0;3;5;0;1;2;0;0;0;2;3;0;0;0
triscuitj2010;0;1;5;0;0;1;0;0;0;0;5;0;0;0
cleptocowboy;0;1;5;0;1;0;0;0;0;5;0;0;0;0
tsmiragefree;0;1;5;0;1;0;0;0;0;5;0;0;0;0
blackdemonking0;0;3;5;0;1;0;0;0;0;5;0;0;0;0
onlyonerhonda;0;4;5;0;0;4;0;0;0;0;5;0;0;0
globalzayyy;0;1;5;0;1;0;0;0;0;5;0;0;0;0
yulalav;0;1;5;0;1;0;0;0;0;5;0;0;0;0
kyliegonewild;0;5;5;0;4;0;0;0;0;4;0;0;0;0
mscierraryan;0;5;5;0;2;2;0;0;0;5;0;0;0;0
valimure;0;1;5;0;1;0;0;0;0;5;0;0;0;0
meowbuffy;0;7;5;0;4;1;0;0;0;4;1;0;0;0
haelle_;0;2;5;0;1;1;0;0;0;2;3;0;0;0
cherrythemistress;0;23;5;0;3;7;0;0;0;0;4;0;0;0
glorygirrl;0;2;5;0;0;2;0;0;0;0;5;0;0;0
krissykummins;0;10;5;0;0;6;0;0;0;0;5;0;0;0
kingdaggerwagger;0;2;5;0;1;0;0;0;0;5;0;0;0;0
mama_yui;0;1;5;0;1;0;0;0;0;5;0;0;0;0
curvybaybee;0;1;5;0;1;0;0;0;0;5;0;0;0;0
amlamps;0;1;5;0;1;0;0;0;0;5;0;0;0;0
emmammayo;0;6;5;0;4;1;0;0;0;2;3;0;0;0
phaaam1m;0;1;5;0;1;0;0;0;0;5;0;0;0;0
loreesexlove;0;5;5;0;0;4;0;0;0;0;0;0;0;0
throtgoat1;0;1;5;0;1;0;0;0;0;5;0;0;0;0
demmetria;0;5;5;0;2;3;0;0;0;2;3;0;0;0
katyabr;0;2;5;0;1;0;0;0;0;5;0;0;0;0
highlandbunny;0;5;5;0;0;4;0;0;0;0;5;0;0;0
hibabyty;0;1;5;0;1;0;0;0;0;5;0;0;0;0
missmichelleyg;0;8;5;0;1;4;0;0;0;1;4;0;0;0
hayleyalexis;0;1;5;0;0;1;0;0;0;0;5;0;0;0
dirtydannybear;0;3;5;0;1;1;0;0;0;3;2;0;0;0
arianasnow;0;3;5;0;0;2;0;0;0;0;5;0;0;0
nasty.nadia;0;3;5;0;0;2;0;0;0;0;5;0;0;0
babygirl213;0;2;5;0;0;2;0;0;0;0;5;0;0;0
halliemaejane;0;5;5;0;3;1;0;1;0;5;0;0;0;0
joykimforyou;0;1;5;0;1;0;0;0;0;5;0;0;0;0
scusemydick;0;1;5;0;1;0;0;0;0;5;0;0;0;0
premiumtatted;0;1;5;0;1;0;0;0;0;5;0;0;0;0
susavip01;0;5;5;0;3;2;0;0;0;1;4;0;0;0
luxeisme;0;4;5;0;0;3;0;0;0;0;5;0;0;0
kandylove8050;0;1;5;0;1;0;0;0;0;5;0;0;0;0
zia_xoxo;0;1;5;0;1;0;0;0;0;5;0;0;0;0
beebadnboujee;0;1;5;0;1;0;0;0;0;5;0;0;0;0
honeydancer;0;1;5;0;0;1;0;0;0;0;5;0;0;0
mylemoncakes;0;1;5;0;1;0;0;0;0;5;0;0;0;0
misslaylababe;0;1;5;0;1;0;0;0;0;5;0;0;0;0
fishieeeee;0;3;5;0;1;1;0;0;0;4;0;0;0;0
thickpaigelove;0;1;5;0;0;1;0;0;0;0;5;0;0;0
thesteviemichele;0;1;5;0;1;0;0;0;0;5;0;0;0;0
underwoodkenz;0;2;5;0;1;1;0;0;0;5;0;0;0;0
elastic_torry;0;3;5;0;2;1;0;0;0;0;5;0;0;0
babybex3;0;1;5;0;1;0;0;0;0;5;0;0;0;0
uhlexissmuhree;0;3;5;0;1;1;0;0;0;0;3;0;0;0
sarameikasai;0;7;5;0;1;3;0;0;0;0;0;0;0;0
seanyboy9886;0;2;5;0;2;0;0;0;0;5;0;0;0;0
mayasnaked;0;2;5;0;1;1;0;0;0;5;0;0;0;0
pisceana22;0;3;5;0;2;0;0;0;0;5;0;0;0;0
bebesteph;0;2;5;0;1;1;0;0;0;4;1;0;0;0
ethanseeksof;0;2;5;0;2;0;0;0;0;5;0;0;0;0
puttanax;0;1;5;0;1;0;0;0;0;5;0;0;0;0
therealtsav;0;1;5;0;1;0;0;0;0;5;0;0;0;0
jerseybull6986;0;1;5;0;1;0;0;0;0;5;0;0;0;0
freakandy;0;8;5;0;2;2;0;0;0;0;5;0;0;0
jerrilynn67;0;2;5;0;2;0;0;0;0;5;0;0;0;0
miasneverseen2;0;1;5;0;1;0;0;0;0;5;0;0;0;0
purpbabyfindom;0;2;5;0;1;1;0;0;0;5;0;0;0;0
kat.baker;0;4;5;0;1;1;0;0;0;4;1;0;0;0
pukekitty;0;1;5;0;0;1;0;0;0;0;5;0;0;0
opheliaoh44;0;1;5;0;0;1;0;0;0;0;5;0;0;0
ebugsbaby;0;1;5;0;0;1;0;0;0;0;5;0;0;0
redneckbabe262626;0;3;5;0;3;0;0;0;0;5;0;0;0;0
haileyjones_21;0;4;5;0;2;2;0;0;0;1;4;0;0;0
cocobutterbaby;0;1;5;0;1;0;0;0;0;5;0;0;0;0
healsl9t;0;5;5;0;3;2;0;0;0;5;0;0;0;0
minaash;0;5;5;0;0;3;0;1;0;0;5;0;0;0
theclarakitty;0;2;5;0;0;2;0;0;0;0;5;0;0;0
chiniita15;0;3;5;0;1;0;1;1;0;5;0;0;0;0
bejaay;0;1;5;0;1;0;0;0;0;5;0;0;0;0
priscillaal;0;1;5;0;1;0;0;0;0;5;0;0;0;0
northsidebabiie;0;1;5;0;0;1;0;0;0;0;5;0;0;0
cougarjules68;0;3;5;0;0;1;0;0;0;0;5;0;0;0
c_titties;0;1;5;0;1;0;0;0;0;5;0;0;0;0
yourjanee;0;1;5;0;0;1;0;0;0;0;5;0;0;0
banghoesucc;0;1;5;0;1;0;0;0;0;5;0;0;0;0
heavenlyeden23;0;1;5;0;1;0;0;0;0;5;0;0;0;0
curvybell542;0;2;5;0;2;0;0;0;0;5;0;0;0;0
beautyandthefeet13;0;2;5;0;0;2;0;0;0;0;5;0;0;0
tinglloveasmr;0;1;5;0;0;1;0;0;0;0;5;0;0;0
sofia_bevarly;0;1;5;0;0;1;0;0;0;0;5;0;0;0
erikamuller_free;0;1;5;0;1;0;0;0;0;5;0;0;0;0
lalatada;0;2;5;0;2;0;0;0;0;5;0;0;0;0
msbeautiful1313;0;1;5;0;1;0;0;0;0;5;0;0;0;0
victorianicole69;0;1;5;0;1;0;0;0;0;5;0;0;0;0
lilith_leeann;0;2;5;0;0;2;0;0;0;0;5;0;0;0
analisanchezjj;0;4;5;0;1;3;0;0;0;0;5;0;0;0
madalynfreider;0;8;5;0;3;4;0;0;0;2;0;0;0;0
goldenalexis;0;2;5;0;1;1;0;0;0;0;5;0;0;0
alisa_bandicoot;0;2;5;0;1;0;0;0;0;0;0;0;0;0
mizukawasumire;0;2;5;0;0;1;0;0;0;0;3;0;0;0
blondeelou;0;2;5;0;1;1;0;0;0;5;0;0;0;0
pariswaters;0;3;5;0;0;2;0;0;0;0;4;0;0;0
lunalovessnacks;0;1;5;0;0;1;0;0;0;0;5;0;0;0
charissemills;0;4;5;0;1;2;0;0;0;1;4;0;0;0
heyfitjoan;0;1;5;0;1;0;0;0;0;5;0;0;0;0
xoanthonyfigz;0;2;5;0;0;2;0;0;0;0;5;0;0;0
rosabella82;0;1;5;0;1;0;0;0;0;5;0;0;0;0
violet9528;0;1;5;0;1;0;0;0;0;5;0;0;0;0
mommymichelle420;0;2;5;0;2;0;0;0;0;5;0;0;0;0
paulinavergarax;0;2;5;0;2;0;0;0;0;5;0;0;0;0
justkyy1018;0;1;5;0;1;0;0;0;0;5;0;0;0;0
blairnavarro;0;14;5;0;2;5;0;0;0;0;5;0;0;0
tristenfox;0;3;5;0;1;2;0;0;0;3;2;0;0;0
youshouldeatastrawberry;0;3;5;0;1;1;0;0;0;3;2;0;0;0
kawaiiricebunny;0;2;5;0;1;1;0;1;0;1;4;0;4;0
baby_jay95;0;1;5;0;0;1;0;0;0;0;5;0;0;0
mintberrybunny;0;1;5;0;1;0;0;0;0;5;0;0;0;0
strawbunnie;0;1;5;0;1;0;0;0;0;5;0;0;0;0
victoriawoodxo;0;1;5;0;1;0;0;0;0;5;0;0;0;0
emilykernsx;0;1;5;0;1;0;0;0;0;5;0;0;0;0
bresummersreal;0;2;5;0;0;1;0;0;0;0;4;0;0;0
blondiegotperks;0;3;5;0;0;1;0;0;0;0;1;0;0;0
airanonato;0;5;5;0;3;2;0;0;0;3;2;0;0;0
moxymary;0;3;5;0;0;3;0;0;0;0;5;0;0;0
giapaige;0;1;5;0;0;1;0;0;0;0;5;0;0;0
karlaamarie;0;11;5;0;3;3;2;1;0;1;0;4;1;0
laconejaaa;0;2;5;0;1;1;0;0;0;3;2;0;0;0
exclusivemartini;0;2;5;0;1;1;0;1;0;4;1;0;1;0
princessboss87;0;1;5;0;1;0;0;0;0;5;0;0;0;0
georgia_c;0;2;5;0;0;2;0;0;0;0;5;0;0;0
mellimillionsss;0;1;5;0;1;0;0;0;0;5;0;0;0;0
dahyn11;0;4;5;0;1;3;0;0;0;2;3;0;0;0
fartsbytierra;0;1;5;0;1;0;0;0;0;5;0;0;0;0
pennylondonvip;0;2;5;0;1;1;0;0;0;5;0;0;0;0
ts3ellaworld;0;1;5;0;0;1;0;0;0;0;5;0;0;0
marshmallowmaximus;0;5;5;0;1;2;0;0;0;0;5;0;0;0
daisyiovexoxo;0;1;5;0;0;1;0;0;0;0;5;0;0;0
xxmangobrat;0;1;5;0;1;0;0;0;0;5;0;0;0;0
leeleezilla;0;1;5;0;1;0;0;0;0;5;0;0;0;0
catlintheanimal;0;2;5;0;1;0;1;0;0;5;0;0;0;0
nalabrooks;0;3;5;0;0;2;0;0;0;0;5;0;0;0
thelokilopez;0;2;5;0;1;1;0;0;0;5;5;0;0;0
alexiawoods11free;0;4;5;0;0;3;0;0;0;0;5;0;0;0
windwhole;0;2;5;0;1;0;0;0;0;5;0;0;0;0
peachyredheadbabe_91;0;2;5;0;2;0;0;0;0;5;0;0;0;0
vsa19.09;0;1;5;0;1;0;0;0;0;5;0;0;0;0
kassleanne90;0;1;5;0;0;1;0;0;0;0;5;0;0;0
frankyoung1995;0;1;5;0;1;0;0;0;0;5;0;0;0;0
alissa.xo;0;3;5;0;0;3;0;0;0;0;5;0;0;0
jasminehart8;0;4;5;0;1;3;0;0;0;0;5;0;0;0
lovemytoxicity;0;1;5;0;0;1;0;0;0;0;5;0;0;0
katiejenel;0;1;5;0;1;0;0;0;0;5;0;0;0;0
lunabean_69;0;4;5;0;2;1;0;0;0;5;0;0;0;0
xxxameliarose;0;1;5;0;1;0;0;0;0;5;0;0;0;0
krhikari;0;2;5;0;2;1;0;0;0;5;1;0;0;0
thejordb;0;5;5;0;4;1;0;0;0;3;2;0;0;0
aeriindacity;0;1;5;0;1;0;0;0;0;5;0;0;0;0
laylabankz420;0;1;5;0;1;0;0;0;0;5;0;0;0;0
cute_blonde_princess;0;1;5;0;1;0;0;0;0;5;0;0;0;0
onision;0;5;5;0;0;4;0;3;0;0;5;0;4;0
lolaxnightx;0;1;5;0;1;0;0;0;0;5;0;0;0;0
socialjessiee;0;1;5;0;1;0;0;0;0;5;0;0;0;0
macychanhk;0;1;5;0;1;0;0;0;0;5;0;0;0;0
uobeysensei;0;1;5;0;1;0;0;0;0;5;0;0;0;0
jamiesmiles;0;3;5;0;0;3;0;0;0;0;5;0;0;0
xoaeriel;0;7;5;0;0;6;0;0;0;0;1;0;0;0
baileyeilish;0;5;5;0;0;4;0;0;0;0;5;0;0;0
lanamaexxx;0;2;5;0;1;0;0;0;0;5;0;0;0;0
kittykat5eva;0;1;5;0;0;1;0;0;0;0;5;0;0;0
niyyro;0;1;5;0;0;1;0;0;0;0;5;0;0;0
louxugar;0;1;5;0;1;0;0;0;0;5;0;0;0;0
redhotcoug;0;3;5;0;0;3;0;0;0;0;5;0;0;0
blueiiblondie;0;5;5;0;1;4;0;0;0;0;5;0;0;0
neennabbyxoxo;0;1;5;0;1;0;0;0;0;5;0;0;0;0
sophiatheminx;0;2;5;0;1;1;0;0;0;5;0;0;0;0
u257722870;0;2;5;0;1;1;0;0;0;4;1;0;0;0
babygoth;0;3;5;0;0;2;1;1;0;0;0;5;5;0
lovesnatch;0;1;5;0;0;1;0;0;0;0;5;0;0;0
lakindayxo;0;2;5;0;0;1;0;0;0;0;4;0;0;0
aryvilchis;0;4;5;0;0;2;2;2;0;0;2;3;3;0
mysweetsofie;0;3;5;0;0;1;0;0;0;0;0;0;0;0
asshubxx;0;1;5;0;1;0;0;0;0;5;0;0;0;0
carolinescobar;0;2;5;0;1;1;0;0;0;0;5;0;0;0
darbiejustine;0;8;5;0;1;6;0;0;0;0;5;0;0;0
y0urtssecret;0;1;5;0;1;0;0;0;0;5;0;0;0;0
diannaadurty;0;1;5;0;1;0;0;0;0;5;0;0;0;0
thedeerxxx;0;1;5;0;1;0;0;0;0;5;0;0;0;0
payurqueen;0;2;5;0;1;0;0;0;0;5;0;0;0;0
mspamelia;0;4;5;0;1;3;0;0;0;2;3;0;0;0
shyfoxten;0;4;5;0;0;3;0;0;0;0;5;0;0;0
camillaakate;0;2;5;0;0;1;0;0;0;0;5;0;0;0
angiefaith;0;8;5;0;2;2;0;1;0;2;3;0;3;0
nataliadulce4u;0;1;5;0;0;1;0;0;0;0;5;0;0;0
thicclatina;0;1;5;0;0;0;0;0;0;0;0;0;0;0
joalexandria69;0;2;5;0;0;2;0;0;0;0;5;0;0;0
thenomadicgypsy;0;1;5;0;1;0;0;0;0;5;0;0;0;0
pintsizejen;0;4;5;0;0;0;1;1;0;0;0;5;5;0
